Date,Spark30S_Atlantic_USD_day,Spark25S_Pacific_USD_day,Spread_USD_day
2025-09-10,67407.27,44720.44,-22686.83
2025-09-11,67701.47,47566.74,-20134.73
2025-09-12,63968.75,48624.88,-15343.87
2025-09-13,65717.11,47993.47,-17723.64
2025-09-14,72992.95,46090.39,-26902.56
2025-09-15,77454.94,47165.88,-30289.06
2025-09-16,82521.99,44706.19,-37815.8
2025-09-17,78724.93,36992.23,-41732.7
2025-09-18,73454.22,40170.91,-33283.31
2025-09-19,72226.04,44481.51,-27744.53
2025-09-20,71906.88,38608.21,-33298.67
2025-09-21,75833.61,37429.71,-38403.9
2025-09-22,68281.06,41303.66,-26977.4
2025-09-23,74431.76,49153.27,-25278.49
2025-09-24,73277.0,50155.88,-23121.12
2025-09-25,71221.92,48859.97,-22361.95
2025-09-26,67091.03,49377.12,-17713.91
2025-09-27,60861.62,54564.04,-6297.58
2025-09-28,65226.49,53217.91,-12008.58
2025-09-29,66214.49,51594.85,-14619.64
2025-09-30,61709.4,51131.57,-10577.83
2025-10-01,57692.94,49350.95,-8341.99
2025-10-02,57973.64,51024.4,-6949.24
2025-10-03,66303.59,57084.48,-9219.11
2025-10-04,66143.88,58681.63,-7462.25
2025-10-05,61083.44,58440.52,-2642.92
2025-10-06,61615.82,58152.81,-3463.01
2025-10-07,62043.9,54127.25,-7916.65
2025-10-08,52789.02,57890.53,5101.51
2025-10-09,55086.13,58441.87,3355.74
2025-10-10,56502.73,58677.21,2174.48
2025-10-11,61541.58,69056.64,7515.06
2025-10-12,70742.49,69761.75,-980.74
2025-10-13,76188.25,67291.18,-8897.07
2025-10-14,75561.67,66090.2,-9471.47
2025-10-15,71700.81,69779.73,-1921.08
2025-10-16,82998.68,70040.53,-12958.15
2025-10-17,83162.83,65666.09,-17496.74
2025-10-18,83181.51,68846.81,-14334.7
2025-10-19,83097.69,66992.25,-16105.44
2025-10-20,83962.13,72992.08,-10970.05
2025-10-21,83420.83,76056.45,-7364.38
2025-10-22,81266.36,74276.24,-6990.12
2025-10-23,79483.88,77902.66,-1581.22
2025-10-24,79984.8,77570.21,-2414.59
2025-10-25,78441.05,79668.63,1227.58
2025-10-26,76421.46,80495.58,4074.12
2025-10-27,77927.78,77288.66,-639.12
2025-10-28,77884.01,75052.54,-2831.47
2025-10-29,84926.0,78101.84,-6824.16
2025-10-30,74688.76,76792.82,2104.06
2025-10-31,80489.28,75448.48,-5040.8
2025-11-01,86371.47,72624.08,-13747.39
2025-11-02,78430.23,74257.74,-4172.49
2025-11-03,78247.87,80683.79,2435.92
2025-11-04,78009.94,77115.56,-894.38
2025-11-05,73691.96,77217.38,3525.42
2025-11-06,72364.22,81510.5,9146.28
2025-11-07,69877.1,80935.66,11058.56
2025-11-08,79128.17,82050.74,2922.57
2025-11-09,84225.04,78545.88,-5679.16
2025-11-10,90192.18,79898.91,-10293.27
2025-11-11,93398.71,79305.01,-14093.7
2025-11-12,88916.49,82323.27,-6593.22
2025-11-13,87334.55,85678.23,-1656.32
2025-11-14,89999.46,92937.19,2937.73
2025-11-15,85584.08,93472.82,7888.74
2025-11-16,89382.07,93225.11,3843.04
2025-11-17,89017.41,92639.04,3621.63
2025-11-18,88180.77,90499.39,2318.62
2025-11-19,91799.55,90678.48,-1121.07
2025-11-20,94017.39,88967.17,-5050.22
2025-11-21,92819.32,88847.09,-3972.23
2025-11-22,97848.11,92214.25,-5633.86
2025-11-23,93437.37,88299.43,-5137.94
2025-11-24,96279.69,91241.82,-5037.87
2025-11-25,98769.45,94447.44,-4322.01
2025-11-26,97421.72,93052.02,-4369.7
2025-11-27,98772.57,85809.13,-12963.44
2025-11-28,93699.48,83856.26,-9843.22
2025-11-29,97853.41,87836.03,-10017.38
2025-11-30,97174.39,87480.42,-9693.97
2025-12-01,95229.16,84252.5,-10976.66
2025-12-02,99781.55,82851.64,-16929.91
2025-12-03,96880.47,85647.0,-11233.47
2025-12-04,91467.2,87300.35,-4166.85
2025-12-05,86015.75,86449.78,434.03
2025-12-06,89772.15,85318.25,-4453.9
2025-12-07,85618.29,84241.94,-1376.35
2025-12-08,94030.82,81697.41,-12333.41
2025-12-09,86264.3,87036.01,771.71
2025-12-10,94396.04,86042.19,-8353.85
2025-12-11,95779.89,89779.93,-5999.96
2025-12-12,95800.44,94069.3,-1731.14
2025-12-13,94031.1,96372.87,2341.77
2025-12-14,96218.85,94167.62,-2051.23
2025-12-15,96443.66,94699.47,-1744.19
2025-12-16,101211.61,93904.09,-7307.52
2025-12-17,101547.31,90558.63,-10988.68
2025-12-18,101993.54,91239.99,-10753.55
2025-12-19,100338.26,87350.3,-12987.96
2025-12-20,100072.91,90956.18,-9116.73
2025-12-21,101289.79,89250.22,-12039.57
2025-12-22,94308.76,89716.99,-4591.77
2025-12-23,89468.41,90387.46,919.05
2025-12-24,93471.49,89367.45,-4104.04
2025-12-25,94777.24,90988.57,-3788.67
2025-12-26,94524.57,89264.29,-5260.28
2025-12-27,95097.36,91751.71,-3345.65
2025-12-28,96918.97,87338.41,-9580.56
2025-12-29,94997.53,87782.52,-7215.01
2025-12-30,92301.53,93618.07,1316.54
2025-12-31,93758.18,90049.63,-3708.55
2026-01-01,90353.96,87801.34,-2552.62
2026-01-02,92820.85,89348.34,-3472.51
2026-01-03,86580.92,89732.33,3151.41
2026-01-04,91874.14,90584.93,-1289.21
2026-01-05,94393.03,91760.97,-2632.06
2026-01-06,95774.0,93248.22,-2525.78
2026-01-07,99902.79,96003.09,-3899.7
2026-01-08,106328.13,96373.4,-9954.73
2026-01-09,109483.85,94743.23,-14740.62
2026-01-10,100879.4,96006.54,-4872.86
2026-01-11,95356.01,100813.59,5457.58
2026-01-12,92978.48,99029.76,6051.28
2026-01-13,93415.89,94885.18,1469.29
2026-01-14,95748.46,97385.66,1637.2
2026-01-15,92845.87,95938.68,3092.81
2026-01-16,93854.38,88463.73,-5390.65
2026-01-17,90963.34,90779.96,-183.38
2026-01-18,88905.86,88698.95,-206.91
2026-01-19,83841.68,88142.3,4300.62
2026-01-20,81184.87,88889.96,7705.09
2026-01-21,77046.32,89118.75,12072.43
2026-01-22,74790.41,90861.1,16070.69
2026-01-23,80842.82,88973.25,8130.43
2026-01-24,78241.68,90098.06,11856.38
2026-01-25,90190.81,88769.8,-1421.01
2026-01-26,92350.99,90546.08,-1804.91
2026-01-27,93022.63,91750.31,-1272.32
2026-01-28,89414.96,88156.91,-1258.05
2026-01-29,92362.58,90961.6,-1400.98
2026-01-30,89870.72,88593.79,-1276.93
2026-01-31,90376.98,90467.92,90.94
2026-02-01,100542.49,90804.76,-9737.73
2026-02-02,99023.73,95492.35,-3531.38
2026-02-03,102594.32,93497.31,-9097.01
2026-02-04,98353.49,91294.64,-7058.85
2026-02-05,97164.25,90271.7,-6892.55
2026-02-06,103271.16,88468.91,-14802.25
2026-02-07,99129.72,90124.27,-9005.45
2026-02-08,105112.85,84333.21,-20779.64
2026-02-09,106031.0,80776.4,-25254.6
2026-02-10,101727.97,77499.58,-24228.39
2026-02-11,102585.64,80570.84,-22014.8
2026-02-12,104668.43,85581.38,-19087.05
2026-02-13,105089.69,84610.59,-20479.1
2026-02-14,96649.86,83508.12,-13141.74
2026-02-15,92374.98,83196.31,-9178.67
2026-02-16,90394.15,86154.42,-4239.73
2026-02-17,89251.31,82511.75,-6739.56
2026-02-18,90950.24,82692.73,-8257.51
2026-02-19,90653.98,85027.79,-5626.19
2026-02-20,84281.28,85668.25,1386.97
2026-02-21,85353.68,85270.83,-82.85
2026-02-22,87185.61,87307.8,122.19
2026-02-23,88575.96,77988.02,-10587.94
2026-02-24,91855.63,79702.87,-12152.76
2026-02-25,93763.91,77209.28,-16554.63
2026-02-26,93926.02,71393.84,-22532.18
2026-02-27,91897.82,73143.51,-18754.31
2026-02-28,83652.19,77263.24,-6388.95
2026-03-01,84536.06,76394.94,-8141.12
2026-03-02,84386.13,78841.33,-5544.8
2026-03-03,84448.79,82977.82,-1470.97
2026-03-04,78253.62,85764.74,7511.12
2026-03-05,73402.23,89203.96,15801.73
2026-03-06,77514.08,89561.27,12047.19
2026-03-07,76784.96,87837.96,11053.0
2026-03-08,78953.82,81209.69,2255.87
2026-03-09,78233.72,79266.59,1032.87
2026-03-10,77531.88,75680.59,-1851.29
2026-03-11,80474.67,81449.85,975.18
2026-03-12,77246.09,79555.55,2309.46
2026-03-13,76729.12,78701.57,1972.45
2026-03-14,73970.27,79171.23,5200.96
2026-03-15,71538.35,78023.48,6485.13
2026-03-16,69790.78,81897.85,12107.07
2026-03-17,70283.02,78384.53,8101.51
2026-03-18,67862.3,77626.98,9764.68
2026-03-19,72561.46,74086.48,1525.02
2026-03-20,68129.06,69119.77,990.71
2026-03-21,66910.68,66726.76,-183.92
2026-03-22,64742.57,66249.42,1506.85
2026-03-23,70278.05,64595.1,-5682.95
2026-03-24,70198.32,62268.86,-7929.46
2026-03-25,73407.85,57985.49,-15422.36
2026-03-26,66167.05,58051.99,-8115.06
2026-03-27,66601.15,53798.85,-12802.3
2026-03-28,69422.7,56717.2,-12705.5
2026-03-29,68673.4,57262.69,-11410.71
2026-03-30,71872.72,53085.51,-18787.21
2026-03-31,68362.12,52722.94,-15639.18
2026-04-01,72850.45,51019.68,-21830.77
2026-04-02,80389.71,52652.7,-27737.01
2026-04-03,76469.91,57138.27,-19331.64
2026-04-04,72553.53,51480.51,-21073.02
2026-04-05,76566.73,52311.32,-24255.41
2026-04-06,80626.05,52185.87,-28440.18
2026-04-07,75812.73,54519.81,-21292.92
2026-04-08,71834.8,55198.49,-16636.31
2026-04-09,68751.99,52866.52,-15885.47
2026-04-10,61670.91,52019.37,-9651.54
2026-04-11,56945.62,49779.08,-7166.54
2026-04-12,52295.8,53332.16,1036.36
2026-04-13,49001.67,53319.3,4317.63
2026-04-14,48915.18,58901.04,9985.86
2026-04-15,49859.16,57992.96,8133.8
2026-04-16,55920.59,55186.61,-733.98
2026-04-17,51127.65,50199.39,-928.26
2026-04-18,54692.41,44797.3,-9895.11
2026-04-19,53055.66,40547.41,-12508.25
2026-04-20,52189.45,42231.58,-9957.87
2026-04-21,54256.29,44427.73,-9828.56
2026-04-22,48876.15,40090.43,-8785.72
2026-04-23,50005.01,43571.82,-6433.19
2026-04-24,50108.2,42527.38,-7580.82
2026-04-25,51456.73,43433.93,-8022.8
2026-04-26,51809.56,48603.48,-3206.08
2026-04-27,60744.55,51067.68,-9676.87
2026-04-28,56367.46,49747.5,-6619.96
2026-04-29,52809.29,46649.94,-6159.35
2026-04-30,49193.28,40039.26,-9154.02
2026-05-01,46165.14,38347.08,-7818.06
2026-05-02,43068.5,38308.09,-4760.41
2026-05-03,47544.17,35905.21,-11638.96
2026-05-04,52456.0,36271.22,-16184.78
2026-05-05,48870.16,37186.29,-11683.87
2026-05-06,44555.74,37066.56,-7489.18
2026-05-07,45847.88,35645.69,-10202.19
2026-05-08,42877.08,36785.74,-6091.34
2026-05-09,44905.6,38595.04,-6310.56
2026-05-10,44973.64,35590.33,-9383.31
2026-05-11,38123.44,40354.57,2231.13
2026-05-12,44175.32,40078.88,-4096.44
2026-05-13,50580.4,40148.71,-10431.69
2026-05-14,46676.04,42245.86,-4430.18
2026-05-15,44029.07,42675.12,-1353.95
2026-05-16,44308.52,45188.63,880.11
2026-05-17,44722.73,45420.79,698.06
2026-05-18,46361.1,42899.7,-3461.4
2026-05-19,53212.4,43521.84,-9690.56
2026-05-20,50600.98,39536.0,-11064.98
2026-05-21,45737.24,39676.2,-6061.04
2026-05-22,39008.64,39348.25,339.61
2026-05-23,35520.24,38500.35,2980.11
2026-05-24,35146.62,37948.57,2801.95
2026-05-25,42096.77,32165.32,-9931.45
2026-05-26,39079.83,30933.73,-8146.1
2026-05-27,39307.77,31724.68,-7583.09
2026-05-28,38530.6,32612.96,-5917.64
2026-05-29,42629.93,29825.9,-12804.03
2026-05-30,51653.96,34174.53,-17479.43
2026-05-31,47525.86,31670.19,-15855.67
2026-06-01,43958.74,34901.46,-9057.28
2026-06-02,46866.18,36161.85,-10704.33
2026-06-03,48018.25,34055.71,-13962.54
2026-06-04,53699.83,39405.33,-14294.5
2026-06-05,53748.59,35294.44,-18454.15
2026-06-06,50007.07,37915.07,-12092.0
2026-06-07,50427.96,40500.75,-9927.21
2026-06-08,52868.47,37797.87,-15070.6
2026-06-09,53902.56,41538.91,-12363.65
2026-06-10,53571.96,39963.5,-13608.46
2026-06-11,55504.6,40147.81,-15356.79
2026-06-12,57648.06,40215.33,-17432.73
2026-06-13,60423.26,39079.77,-21343.49
2026-06-14,59982.82,40881.48,-19101.34
2026-06-15,56319.8,42440.22,-13879.58
2026-06-16,54276.15,36207.0,-18069.15
2026-06-17,56674.82,39746.51,-16928.31
2026-06-18,50739.64,34023.18,-16716.46
2026-06-19,50141.26,36949.71,-13191.55
2026-06-20,46556.55,39859.3,-6697.25
2026-06-21,45021.56,35818.98,-9202.58
2026-06-22,48642.83,34218.03,-14424.8
2026-06-23,47557.55,30688.21,-16869.34
2026-06-24,46008.16,30180.26,-15827.9
2026-06-25,38995.57,29441.12,-9554.45
2026-06-26,41116.75,32037.17,-9079.58
2026-06-27,42631.83,35964.57,-6667.26
2026-06-28,50076.59,39755.21,-10321.38
2026-06-29,46903.89,37293.9,-9609.99
2026-06-30,46168.31,36139.06,-10029.25
2026-07-01,45640.39,30679.38,-14961.01
2026-07-02,50491.72,28401.53,-22090.19
2026-07-03,48182.09,31667.62,-16514.47
2026-07-04,47616.87,36564.1,-11052.77
2026-07-05,48440.84,32426.77,-16014.07
2026-07-06,47515.42,30635.28,-16880.14
2026-07-07,44169.53,30728.38,-13441.15
2026-07-08,43740.44,31739.97,-12000.47
2026-07-09,46893.53,29390.01,-17503.52
2026-07-10,41352.78,30985.77,-10367.01
2026-07-11,41027.08,29738.77,-11288.31
2026-07-12,37425.56,30005.98,-7419.58
2026-07-13,41789.79,31940.81,-9848.98
2026-07-14,34870.52,32075.52,-2795.0
2026-07-15,32527.04,30882.07,-1644.97
2026-07-16,34190.17,30802.82,-3387.35
2026-07-17,40468.86,30810.55,-9658.31
2026-07-18,39624.13,29988.67,-9635.46
2026-07-19,36936.51,29599.5,-7337.01
2026-07-20,44294.41,34839.22,-9455.19
2026-07-21,37632.05,36460.21,-1171.84
2026-07-22,28665.83,35369.09,6703.26
2026-07-23,31185.45,37384.32,6198.87
2026-07-24,29719.63,36126.4,6406.77
2026-07-25,26359.3,39536.54,13177.24
2026-07-26,30289.83,40217.4,9927.57
2026-07-27,32006.35,39422.24,7415.89
2026-07-28,30357.8,40395.29,10037.49
2026-07-29,26048.07,35239.61,9191.54
2026-07-30,30820.04,31956.89,1136.85
2026-07-31,34266.22,28826.73,-5439.49
2026-08-01,34411.48,30046.65,-4364.83
2026-08-02,42367.41,35940.45,-6426.96
2026-08-03,37903.56,42769.06,4865.5
2026-08-04,32107.73,44163.56,12055.83
2026-08-05,30270.08,45036.16,14766.08
2026-08-06,31246.31,38945.62,7699.31
2026-08-07,33326.12,37269.75,3943.63
2026-08-08,33305.83,35057.24,1751.41
2026-08-09,35707.56,33598.53,-2109.03
2026-08-10,31502.22,33676.15,2173.93
2026-08-11,38546.74,32867.13,-5679.61
2026-08-12,38831.87,27650.94,-11180.93
2026-08-13,43935.6,31172.16,-12763.44
2026-08-14,45480.59,28914.02,-16566.57
2026-08-15,47377.67,30852.97,-16524.7
2026-08-16,49588.14,38138.38,-11449.76
2026-08-17,51140.91,35751.25,-15389.66
2026-08-18,53370.58,28807.08,-24563.5
2026-08-19,58175.61,29327.63,-28847.98
2026-08-20,58022.73,33995.01,-24027.72
2026-08-21,59988.67,40806.3,-19182.37
2026-08-22,58617.11,37411.74,-21205.37
2026-08-23,63556.63,39574.85,-23981.78
