Date,Assessment,Route,Vessel_Type,Rate_USD_per_day
2024-10-30,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,81500.0
2024-10-31,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,77600.0
2024-11-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,79100.0
2024-11-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,87800.0
2024-11-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,75300.0
2024-11-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,83800.0
2024-11-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,79100.0
2024-11-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,79500.0
2024-11-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,89200.0
2024-11-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,87900.0
2024-11-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,88300.0
2024-11-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,92200.0
2024-11-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,83700.0
2024-11-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,88900.0
2024-11-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,82400.0
2024-11-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,87300.0
2024-11-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,84600.0
2024-11-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,86700.0
2024-11-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,90700.0
2024-11-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,81200.0
2024-11-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,102100.0
2024-11-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,80800.0
2024-11-21,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,79800.0
2024-11-22,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,96800.0
2024-11-23,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,94700.0
2024-11-24,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,93900.0
2024-11-25,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,94400.0
2024-11-26,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,90300.0
2024-11-27,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,84500.0
2024-11-28,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,91700.0
2024-11-29,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,86800.0
2024-11-30,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,98700.0
2024-12-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,91200.0
2024-12-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,86800.0
2024-12-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,90700.0
2024-12-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,96100.0
2024-12-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,89600.0
2024-12-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,88100.0
2024-12-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,95900.0
2024-12-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,96200.0
2024-12-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,91200.0
2024-12-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,91800.0
2024-12-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,97000.0
2024-12-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,85500.0
2024-12-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,86000.0
2024-12-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,91100.0
2024-12-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,94800.0
2024-12-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,98700.0
2024-12-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,107100.0
2024-12-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,102900.0
2024-12-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,96000.0
2024-12-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,97200.0
2024-12-21,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,90500.0
2024-12-22,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,97500.0
2024-12-23,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,95800.0
2024-12-24,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,100200.0
2024-12-25,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,92300.0
2024-12-26,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,101800.0
2024-12-27,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,109000.0
2024-12-28,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,97600.0
2024-12-29,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,101300.0
2024-12-30,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,103400.0
2024-12-31,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,95800.0
2025-01-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,100200.0
2025-01-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,98800.0
2025-01-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,99500.0
2025-01-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,93400.0
2025-01-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,99000.0
2025-01-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,102300.0
2025-01-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,109000.0
2025-01-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,105600.0
2025-01-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,113900.0
2025-01-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,93500.0
2025-01-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,104900.0
2025-01-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,100000.0
2025-01-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,114000.0
2025-01-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,93000.0
2025-01-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,92700.0
2025-01-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,94300.0
2025-01-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,83500.0
2025-01-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,94600.0
2025-01-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,92800.0
2025-01-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,99100.0
2025-01-21,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,100300.0
2025-01-22,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,110900.0
2025-01-23,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,104200.0
2025-01-24,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,93400.0
2025-01-25,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,91000.0
2025-01-26,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,100500.0
2025-01-27,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,87600.0
2025-01-28,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,109500.0
2025-01-29,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,104700.0
2025-01-30,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,92900.0
2025-01-31,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,84000.0
2025-02-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,105200.0
2025-02-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,94700.0
2025-02-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,103900.0
2025-02-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,83800.0
2025-02-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,90500.0
2025-02-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,94400.0
2025-02-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,94400.0
2025-02-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,90600.0
2025-02-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,97800.0
2025-02-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,85700.0
2025-02-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,91800.0
2025-02-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,93300.0
2025-02-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,95700.0
2025-02-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,96700.0
2025-02-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,83500.0
2025-02-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,80300.0
2025-02-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,99600.0
2025-02-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,92600.0
2025-02-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,84600.0
2025-02-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,100300.0
2025-02-21,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,89800.0
2025-02-22,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,96900.0
2025-02-23,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,88700.0
2025-02-24,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,102200.0
2025-02-25,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,99600.0
2025-02-26,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,85100.0
2025-02-27,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,93200.0
2025-02-28,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,90500.0
2025-03-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,95100.0
2025-03-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,78200.0
2025-03-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,89300.0
2025-03-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,91400.0
2025-03-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,71200.0
2025-03-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,74800.0
2025-03-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,68300.0
2025-03-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,80100.0
2025-03-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,86500.0
2025-03-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,91500.0
2025-03-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,81000.0
2025-03-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,91400.0
2025-03-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,69800.0
2025-03-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,67000.0
2025-03-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,78000.0
2025-03-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,80500.0
2025-03-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,77000.0
2025-03-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,62200.0
2025-03-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,75500.0
2025-03-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,66400.0
2025-03-21,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,79700.0
2025-03-22,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,77000.0
2025-03-23,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,67300.0
2025-03-24,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,69700.0
2025-03-25,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,65300.0
2025-03-26,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,71700.0
2025-03-27,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,78300.0
2025-03-28,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,64100.0
2025-03-29,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,73900.0
2025-03-30,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,66100.0
2025-03-31,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,63700.0
2025-04-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,67900.0
2025-04-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,60800.0
2025-04-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,63600.0
2025-04-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,58500.0
2025-04-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,80000.0
2025-04-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,65900.0
2025-04-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,60200.0
2025-04-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,66000.0
2025-04-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,63100.0
2025-04-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,61800.0
2025-04-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,67000.0
2025-04-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,67400.0
2025-04-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,57800.0
2025-04-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,56900.0
2025-04-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,58500.0
2025-04-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,43700.0
2025-04-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,48600.0
2025-04-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,68200.0
2025-04-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,69600.0
2025-04-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,55700.0
2025-04-21,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,60900.0
2025-04-22,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,58500.0
2025-04-23,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,77300.0
2025-04-24,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,63000.0
2025-04-25,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,53700.0
2025-04-26,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,47400.0
2025-04-27,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,42200.0
2025-04-28,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,54300.0
2025-04-29,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,47100.0
2025-04-30,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,41900.0
2025-05-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,46800.0
2025-05-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,43200.0
2025-05-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,62000.0
2025-05-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,55800.0
2025-05-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,49100.0
2025-05-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,59000.0
2025-05-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,48600.0
2025-05-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,41600.0
2025-05-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,57700.0
2025-05-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,50300.0
2025-05-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,38800.0
2025-05-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,44200.0
2025-05-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,39000.0
2025-05-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,34900.0
2025-05-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,50600.0
2025-05-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,57000.0
2025-05-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,33400.0
2025-05-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,46700.0
2025-05-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,37800.0
2025-05-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,38500.0
2025-05-21,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,37300.0
2025-05-22,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,35000.0
2025-05-23,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,40900.0
2025-05-24,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,34400.0
2025-05-25,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,41700.0
2025-05-26,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,39000.0
2025-05-27,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,37300.0
2025-05-28,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,32200.0
2025-05-29,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,34200.0
2025-05-30,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,43100.0
2025-05-31,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,41000.0
2025-06-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,30300.0
2025-06-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,37500.0
2025-06-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,41700.0
2025-06-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,24500.0
2025-06-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,39600.0
2025-06-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,30900.0
2025-06-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,39200.0
2025-06-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,29600.0
2025-06-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,22000.0
2025-06-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,23000.0
2025-06-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,34500.0
2025-06-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,35700.0
2025-06-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,27300.0
2025-06-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,37900.0
2025-06-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,21500.0
2025-06-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,32500.0
2025-06-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,24300.0
2025-06-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,28000.0
2025-06-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,32700.0
2025-06-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,26200.0
2025-06-21,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,29300.0
2025-06-22,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,38900.0
2025-06-23,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,27700.0
2025-06-24,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,37400.0
2025-06-25,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,23600.0
2025-06-26,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,35100.0
2025-06-27,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,41300.0
2025-06-28,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,20000.0
2025-06-29,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,25500.0
2025-06-30,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,35000.0
2025-07-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,29500.0
2025-07-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,33500.0
2025-07-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,26600.0
2025-07-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,31400.0
2025-07-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,29700.0
2025-07-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,38900.0
2025-07-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,32500.0
2025-07-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,33100.0
2025-07-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,27900.0
2025-07-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,27400.0
2025-07-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,27800.0
2025-07-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,33700.0
2025-07-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,28000.0
2025-07-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,33100.0
2025-07-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,45600.0
2025-07-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,37300.0
2025-07-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,29000.0
2025-07-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,39800.0
2025-07-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,28700.0
2025-07-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,20000.0
2025-07-21,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,24700.0
2025-07-22,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,20000.0
2025-07-23,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,29700.0
2025-07-24,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,32400.0
2025-07-25,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,44200.0
2025-07-26,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,34900.0
2025-07-27,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,31300.0
2025-07-28,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,38900.0
2025-07-29,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,20000.0
2025-07-30,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,35200.0
2025-07-31,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,39200.0
2025-08-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,23700.0
2025-08-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,42300.0
2025-08-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,36900.0
2025-08-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,31900.0
2025-08-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,39500.0
2025-08-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,51300.0
2025-08-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,37000.0
2025-08-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,37800.0
2025-08-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,33100.0
2025-08-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,30700.0
2025-08-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,42800.0
2025-08-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,31400.0
2025-08-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,38200.0
2025-08-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,34800.0
2025-08-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,41800.0
2025-08-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,41200.0
2025-08-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,46500.0
2025-08-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,36100.0
2025-08-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,38200.0
2025-08-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,33600.0
2025-08-21,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,37800.0
2025-08-22,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,44000.0
2025-08-23,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,47100.0
2025-08-24,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,35700.0
2025-08-25,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,48700.0
2025-08-26,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,52600.0
2025-08-27,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,46500.0
2025-08-28,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,57200.0
